#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LY86	CCR1	4445292	4437243	9606.ENSP00000369286	9606.ENSP00000296140	0	0	0	0	0.494	0	0	0.116	0.534
ACSL1	PLIN2	4449224	4436246	9606.ENSP00000422607	9606.ENSP00000276914	0	0	0	0	0	0	0	0.534	0.534
VCAM1	FGL2	4437090	4434063	9606.ENSP00000294728	9606.ENSP00000248598	0	0	0	0	0.471	0	0	0.155	0.534
ENPP2	LGALS3	4434708	4434352	9606.ENSP00000259486	9606.ENSP00000254301	0	0	0	0	0	0	0	0.534	0.534
TREM2	FCER1G	4444111	4436828	9606.ENSP00000362205	9606.ENSP00000289902	0	0	0	0	0.224	0	0	0.424	0.534
FGR	IRF8	4444303	4435834	9606.ENSP00000363117	9606.ENSP00000268638	0	0	0	0	0.534	0	0	0	0.534
COL6A2	AEBP1	4437672	4433280	9606.ENSP00000300527	9606.ENSP00000223357	0	0	0	0	0.336	0	0	0.326	0.534
CCL18	CXCL3	4451437	4437221	9606.ENSP00000479955	9606.ENSP00000296026	0	0	0	0	0.099	0	0	0.504	0.534
HCLS1	CYTIP	4439338	4435392	9606.ENSP00000320176	9606.ENSP00000264192	0	0	0	0	0.534	0	0	0	0.534
TAGLN	FN1	4449622	4441661	9606.ENSP00000432282	9606.ENSP00000346839	0	0	0	0	0.142	0	0	0.480	0.534
LY86	EVI2B	4445292	4440484	9606.ENSP00000369286	9606.ENSP00000333779	0	0	0	0	0.534	0	0	0	0.534
IFI30	SCPEP1	4447175	4435045	9606.ENSP00000384886	9606.ENSP00000262288	0	0	0	0	0.532	0	0	0.046	0.534
C5AR1	TREM1	4441697	4433908	9606.ENSP00000347197	9606.ENSP00000244709	0	0	0	0	0.335	0	0	0.328	0.534
LY86	SASH3	4445292	4441918	9606.ENSP00000369286	9606.ENSP00000349359	0	0	0	0	0.534	0	0	0	0.534
MAPT	GRIA2	4441081	4437302	9606.ENSP00000340820	9606.ENSP00000296526	0	0	0	0	0.352	0.064	0	0.293	0.534
SLA	CD2	4447831	4443326	9606.ENSP00000394049	9606.ENSP00000358490	0	0	0	0	0.523	0	0	0.064	0.534
CLEC7A	TREM1	4437867	4433908	9606.ENSP00000302569	9606.ENSP00000244709	0	0	0	0	0.228	0	0	0.421	0.534
FCGR3B	CD4	4449681	4432588	9606.ENSP00000433642	9606.ENSP00000011653	0	0	0	0	0.140	0	0	0.480	0.534
CX3CR1	IL10RA	4442101	4433397	9606.ENSP00000351059	9606.ENSP00000227752	0	0	0	0	0.198	0	0	0.441	0.533
IL6	PLAUR	4447254	4440945	9606.ENSP00000385675	9606.ENSP00000339328	0	0	0	0	0.151	0	0	0.473	0.533
CSF2RB	CCR1	4447068	4437243	9606.ENSP00000384053	9606.ENSP00000296140	0	0	0	0	0.453	0	0	0.180	0.533
ELAVL4	GRIA2	4441947	4437302	9606.ENSP00000349594	9606.ENSP00000296526	0	0	0	0	0.466	0	0	0.161	0.533
CHI3L1	CCL2	4434432	4433339	9606.ENSP00000255409	9606.ENSP00000225831	0	0	0	0	0.083	0	0	0.512	0.533
VSIG4	ADORA3	4444445	4443373	9606.ENSP00000363869	9606.ENSP00000358730	0	0	0	0	0.533	0	0	0	0.533
CCL18	SLAMF8	4451437	4436821	9606.ENSP00000479955	9606.ENSP00000289707	0	0	0	0	0.533	0	0	0	0.533
CXCL5	ICAM1	4437222	4435501	9606.ENSP00000296027	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.519	0.533
EFEMP1	CTGF	4446285	4442998	9606.ENSP00000378058	9606.ENSP00000356954	0	0	0	0	0.336	0	0	0.325	0.533
TFEC	PLEK	4435607	4433624	9606.ENSP00000265440	9606.ENSP00000234313	0	0	0	0	0.533	0	0	0	0.533
MGAT4A	GYPC	4435525	4434690	9606.ENSP00000264968	9606.ENSP00000259254	0	0	0	0	0	0	0	0.533	0.533
IFITM1	TRIM22	4447332	4445296	9606.ENSP00000386187	9606.ENSP00000369299	0	0	0	0	0.255	0	0	0.398	0.532
MMP7	LGALS3	4434758	4434352	9606.ENSP00000260227	9606.ENSP00000254301	0	0	0	0	0.061	0.379	0	0.263	0.532
SOD2	ICAM1	4450194	4435501	9606.ENSP00000446252	9606.ENSP00000264832	0	0	0	0	0.179	0	0	0.454	0.532
CCL18	CXCL12	4451437	4446453	9606.ENSP00000479955	9606.ENSP00000379140	0	0	0	0	0.076	0	0	0.514	0.532
FPR1	FCER1G	4450996	4436828	9606.ENSP00000471493	9606.ENSP00000289902	0	0	0	0	0.486	0	0	0.127	0.532
VSIG4	FGL2	4444445	4434063	9606.ENSP00000363869	9606.ENSP00000248598	0	0	0	0	0.532	0	0	0	0.532
FYB	IL10RA	4449385	4433397	9606.ENSP00000427114	9606.ENSP00000227752	0	0	0	0	0.532	0	0	0	0.532
PTPRC	GZMA	4448605	4436124	9606.ENSP00000411355	9606.ENSP00000274306	0	0	0	0	0.291	0	0	0.367	0.532
SLA	NCF4	4447831	4446646	9606.ENSP00000394049	9606.ENSP00000380334	0	0	0	0	0.532	0	0	0	0.532
GMFG	NCF4	4451021	4446646	9606.ENSP00000472249	9606.ENSP00000380334	0	0	0	0	0.532	0	0	0	0.532
LAIR1	TYROBP	4445944	4435115	9606.ENSP00000375622	9606.ENSP00000262629	0	0	0	0	0.295	0	0	0.363	0.532
C3AR1	TREM1	4437821	4433908	9606.ENSP00000302079	9606.ENSP00000244709	0	0	0	0	0.430	0	0	0.212	0.532
BIN2	IL10RA	4435736	4433397	9606.ENSP00000267012	9606.ENSP00000227752	0	0	0	0	0.531	0	0	0.042	0.532
FN1	LTBP2	4441661	4434987	9606.ENSP00000346839	9606.ENSP00000261978	0	0	0	0	0.221	0	0	0.424	0.532
CTGF	CXCL8	4442998	4438229	9606.ENSP00000356954	9606.ENSP00000306512	0	0	0	0	0	0	0	0.532	0.532
MS4A6A	CD93	4447767	4433960	9606.ENSP00000392770	9606.ENSP00000246006	0	0	0	0	0.532	0	0	0	0.532
SLC7A7	FCER1G	4446694	4436828	9606.ENSP00000380666	9606.ENSP00000289902	0	0	0	0	0.532	0	0	0	0.532
FGR	TCIRG1	4444303	4435629	9606.ENSP00000363117	9606.ENSP00000265686	0	0	0	0	0.154	0	0	0.469	0.532
PDLIM1	MARCO	4443709	4439239	9606.ENSP00000360305	9606.ENSP00000318916	0	0	0	0	0	0	0	0.531	0.531
TLR1	EVI2B	4442576	4440484	9606.ENSP00000354932	9606.ENSP00000333779	0	0	0	0	0.531	0	0	0	0.531
PTPRC	IL18	4448605	4436375	9606.ENSP00000411355	9606.ENSP00000280357	0	0	0	0	0.063	0	0	0.520	0.531
CTSS	VCAM1	4443237	4437090	9606.ENSP00000357981	9606.ENSP00000294728	0	0	0	0	0.461	0	0	0.166	0.531
PTPRC	TFEC	4448605	4435607	9606.ENSP00000411355	9606.ENSP00000265440	0	0	0	0	0.531	0	0	0	0.531
ASPN	THBS2	4444584	4442741	9606.ENSP00000364694	9606.ENSP00000355751	0	0	0	0	0.153	0	0	0.469	0.531
MNDA	RNASE6	4443045	4437818	9606.ENSP00000357123	9606.ENSP00000302046	0	0	0	0	0.531	0	0	0	0.531
CSF2RB	SASH3	4447068	4441918	9606.ENSP00000384053	9606.ENSP00000349359	0	0	0	0	0.531	0	0	0	0.531
CEBPA	CFD	4449403	4440329	9606.ENSP00000427514	9606.ENSP00000332139	0	0	0	0	0.152	0.063	0	0.458	0.531
COL5A1	NID2	4443819	4432944	9606.ENSP00000360882	9606.ENSP00000216286	0	0	0	0	0.331	0.057	0	0.316	0.531
FGR	FN1	4444303	4441661	9606.ENSP00000363117	9606.ENSP00000346839	0	0	0	0	0.061	0.332	0	0.313	0.531
STAB1	OLR1	4438828	4438475	9606.ENSP00000312946	9606.ENSP00000309124	0	0	0	0	0	0	0	0.531	0.531
LILRB2	MARCO	4445945	4439239	9606.ENSP00000375629	9606.ENSP00000318916	0	0	0	0	0.531	0	0	0	0.531
FYB	VCAM1	4449385	4437090	9606.ENSP00000427114	9606.ENSP00000294728	0	0	0	0	0.509	0	0	0.085	0.531
IGFBP3	COL1A2	4445494	4437383	9606.ENSP00000370473	9606.ENSP00000297268	0	0	0	0	0.214	0	0	0.428	0.531
CP	SLC31A2	4435459	4434699	9606.ENSP00000264613	9606.ENSP00000259392	0	0	0	0	0	0	0	0.531	0.531
C1S	A2M	4447198	4439653	9606.ENSP00000385035	9606.ENSP00000323929	0	0	0	0	0.119	0.050	0	0.485	0.531
EFEMP1	LOXL1	4446285	4434982	9606.ENSP00000378058	9606.ENSP00000261921	0	0	0	0	0.140	0.064	0	0.463	0.530
CCL5	IL1R1	4451102	4447368	9606.ENSP00000474412	9606.ENSP00000386380	0	0	0	0	0	0	0	0.530	0.530
FCGR1A	EMR1	4443273	4438706	9606.ENSP00000358165	9606.ENSP00000311545	0	0	0	0	0.201	0	0	0.436	0.530
NCF4	IL10RA	4446646	4433397	9606.ENSP00000380334	9606.ENSP00000227752	0	0	0	0	0.361	0	0	0.294	0.530
TYROBP	AQP9	4435115	4433107	9606.ENSP00000262629	9606.ENSP00000219919	0	0	0	0	0.530	0	0	0	0.530
LILRB2	GPR183	4445945	4444726	9606.ENSP00000375629	9606.ENSP00000365596	0	0	0	0	0.530	0	0	0	0.530
FN1	ANXA2	4441661	4441580	9606.ENSP00000346839	9606.ENSP00000346032	0	0	0	0	0.107	0.080	0	0.474	0.530
FPR1	TREM2	4450996	4444111	9606.ENSP00000471493	9606.ENSP00000362205	0	0	0	0	0.089	0	0	0.506	0.530
TLR1	CSF1R	4442576	4436666	9606.ENSP00000354932	9606.ENSP00000286301	0	0	0	0	0.229	0.089	0	0.385	0.530
CCL5	IL10RA	4451102	4433397	9606.ENSP00000474412	9606.ENSP00000227752	0	0	0	0	0.220	0	0	0.422	0.530
CTSB	PYCARD	4441541	4434024	9606.ENSP00000345672	9606.ENSP00000247470	0	0	0	0	0	0	0	0.530	0.530
CSF2RB	CD86	4447068	4440320	9606.ENSP00000384053	9606.ENSP00000332049	0	0	0	0	0.490	0	0	0.116	0.530
HPGDS	BCHE	4437138	4435424	9606.ENSP00000295256	9606.ENSP00000264381	0	0	0	0	0	0	0	0.530	0.530
CXCL8	BIRC3	4438229	4435265	9606.ENSP00000306512	9606.ENSP00000263464	0	0	0	0	0.146	0	0	0.473	0.530
SPP1	DKK1	4446370	4444299	9606.ENSP00000378517	9606.ENSP00000363081	0	0	0	0	0	0	0	0.530	0.530
CYBB	MS4A4A	4445083	4440887	9606.ENSP00000367851	9606.ENSP00000338648	0	0	0	0	0.524	0	0	0.055	0.530
TNFAIP3	BCL2A1	4451592	4435793	9606.ENSP00000481570	9606.ENSP00000267953	0	0	0	0	0.230	0	0	0.415	0.530
C5AR1	CD93	4441697	4433960	9606.ENSP00000347197	9606.ENSP00000246006	0	0	0	0	0.149	0	0	0.470	0.530
STMN4	NCAN	4441264	4434234	9606.ENSP00000342538	9606.ENSP00000252575	0	0	0	0	0.530	0	0	0	0.530
CXCL5	VCAM1	4437222	4437090	9606.ENSP00000296027	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.520	0.530
TGFBI	LUM	4448825	4435725	9606.ENSP00000416330	9606.ENSP00000266718	0	0	0	0	0.247	0	0	0.401	0.530
CXCL12	TIMP1	4446453	4433052	9606.ENSP00000379140	9606.ENSP00000218388	0	0	0	0	0	0	0	0.530	0.530
CCL5	TNFSF10	4451102	4433796	9606.ENSP00000474412	9606.ENSP00000241261	0	0	0	0	0.143	0	0	0.473	0.529
TNFAIP3	CASP1	4451592	4449658	9606.ENSP00000481570	9606.ENSP00000433138	0	0	0	0	0.169	0.261	0	0.294	0.529
HPGDS	PLEK	4437138	4433624	9606.ENSP00000295256	9606.ENSP00000234313	0	0	0	0	0.142	0	0	0.474	0.529
VNN2	RGS2	4439513	4433652	9606.ENSP00000322276	9606.ENSP00000235382	0	0	0	0	0.126	0	0	0.483	0.529
IFITM1	CXCL8	4447332	4438229	9606.ENSP00000386187	9606.ENSP00000306512	0	0	0	0	0	0	0	0.529	0.529
CD52	CYTIP	4444343	4435392	9606.ENSP00000363330	9606.ENSP00000264192	0	0	0	0	0.529	0	0	0	0.529
TLR7	CLEC4A	4445433	4433464	9606.ENSP00000370034	9606.ENSP00000229332	0	0	0	0	0.121	0.060	0	0.476	0.529
MAFB	CSF1R	4444159	4436666	9606.ENSP00000362410	9606.ENSP00000286301	0	0	0	0	0.332	0	0	0.324	0.529
ZFP36	IER3	4450924	4434731	9606.ENSP00000469647	9606.ENSP00000259874	0	0	0	0	0.086	0	0	0.505	0.529
SLA	CYTIP	4447831	4435392	9606.ENSP00000394049	9606.ENSP00000264192	0	0	0	0	0.529	0	0	0	0.529
GMFG	NCKAP1L	4451021	4437010	9606.ENSP00000472249	9606.ENSP00000293373	0	0	0	0	0.529	0	0	0	0.529
LYN	TYROBP	4449476	4435115	9606.ENSP00000428924	9606.ENSP00000262629	0	0	0	0	0.232	0	0	0.413	0.529
GMFG	TYROBP	4451021	4435115	9606.ENSP00000472249	9606.ENSP00000262629	0	0	0	0	0.512	0	0	0.073	0.529
KIF5C	MAP2	4447796	4442365	9606.ENSP00000393379	9606.ENSP00000353508	0	0	0	0	0.348	0.181	0	0.189	0.529
TLR5	TREM1	4449957	4433908	9606.ENSP00000440643	9606.ENSP00000244709	0	0	0	0	0.078	0	0	0.511	0.529
CSF2RB	CD53	4447068	4435973	9606.ENSP00000384053	9606.ENSP00000271324	0	0	0	0	0.522	0	0	0.056	0.529
CYBB	LAPTM5	4445083	4437079	9606.ENSP00000367851	9606.ENSP00000294507	0	0	0	0	0.472	0	0	0.145	0.529
FYB	LCP1	4449385	4446831	9606.ENSP00000427114	9606.ENSP00000381581	0	0	0	0	0.393	0	0	0.255	0.528
CCR1	FCGR2A	4437243	4435978	9606.ENSP00000296140	9606.ENSP00000271450	0	0	0	0	0.347	0	0	0.307	0.528
CD86	FSTL1	4440320	4437169	9606.ENSP00000332049	9606.ENSP00000295633	0	0	0	0	0	0	0	0.528	0.528
ALOX5AP	FCER1G	4451430	4436828	9606.ENSP00000479870	9606.ENSP00000289902	0	0	0	0	0.483	0	0	0.125	0.528
TNFRSF1B	VCAM1	4444700	4437090	9606.ENSP00000365435	9606.ENSP00000294728	0	0	0	0	0	0	0	0.528	0.528
LAPTM5	BIN2	4437079	4435736	9606.ENSP00000294507	9606.ENSP00000267012	0	0	0	0	0.528	0	0	0	0.528
CCR5	LCP2	4436956	4432628	9606.ENSP00000292303	9606.ENSP00000046794	0	0	0	0	0.408	0	0	0.235	0.528
SYK	PI3	4444619	4433871	9606.ENSP00000364907	9606.ENSP00000243924	0	0	0	0	0	0	0	0.528	0.528
P2RY13	FGL2	4439360	4434063	9606.ENSP00000320376	9606.ENSP00000248598	0	0	0	0	0.497	0	0	0.102	0.528
NCF2	FCGR2B	4442905	4442151	9606.ENSP00000356505	9606.ENSP00000351497	0	0	0	0	0.384	0	0	0.264	0.527
PTX3	SERPINE1	4437211	4433266	9606.ENSP00000295927	9606.ENSP00000223095	0	0	0	0	0.194	0	0	0.437	0.527
FCGR2B	LY75	4442151	4435283	9606.ENSP00000351497	9606.ENSP00000263636	0	0	0	0	0.126	0	0	0.481	0.527
HCK	HCLS1	4450141	4439338	9606.ENSP00000444986	9606.ENSP00000320176	0	0	0	0	0.362	0.130	0	0.216	0.527
IL6	HPGDS	4447254	4437138	9606.ENSP00000385675	9606.ENSP00000295256	0	0	0	0	0	0	0	0.527	0.527
CTSB	PLAUR	4441541	4440945	9606.ENSP00000345672	9606.ENSP00000339328	0	0	0	0	0.088	0	0	0.502	0.527
ADORA3	LTBP2	4443373	4434987	9606.ENSP00000358730	9606.ENSP00000261978	0	0	0	0	0	0	0	0.527	0.527
CFH	HP	4442881	4441808	9606.ENSP00000356399	9606.ENSP00000348170	0	0	0	0	0.062	0	0	0.517	0.527
FGR	CD53	4444303	4435973	9606.ENSP00000363117	9606.ENSP00000271324	0	0	0	0	0.527	0	0	0	0.527
C3AR1	LCP2	4437821	4432628	9606.ENSP00000302079	9606.ENSP00000046794	0	0	0	0	0.527	0	0	0	0.527
FCGR2B	CD93	4442151	4433960	9606.ENSP00000351497	9606.ENSP00000246006	0	0	0	0	0.212	0	0	0.425	0.527
PTPRC	TNFRSF1B	4448605	4444700	9606.ENSP00000411355	9606.ENSP00000365435	0	0	0	0	0.231	0	0	0.411	0.527
TAGLN3	FCGR2A	4446203	4435978	9606.ENSP00000377494	9606.ENSP00000271450	0	0	0	0	0	0	0	0.526	0.526
P4HA2	LOX	4447190	4433517	9606.ENSP00000384999	9606.ENSP00000231004	0	0	0	0	0.159	0	0	0.459	0.526
MMP9	SRGN	4443919	4433821	9606.ENSP00000361405	9606.ENSP00000242465	0	0	0	0	0.098	0.379	0	0.223	0.526
MMP9	CXCL3	4443919	4437221	9606.ENSP00000361405	9606.ENSP00000296026	0	0	0	0	0.119	0	0	0.484	0.526
SPP1	LGALS3	4446370	4434352	9606.ENSP00000378517	9606.ENSP00000254301	0	0	0	0	0.095	0	0	0.498	0.526
DPP6	DPYD	4444940	4443473	9606.ENSP00000367001	9606.ENSP00000359211	0	0	0	0	0.061	0	0	0.515	0.526
KCND2	KCNJ2	4440459	4433856	9606.ENSP00000333496	9606.ENSP00000243457	0	0	0	0	0	0	0	0.526	0.526
LAPTM5	IGSF6	4437079	4435822	9606.ENSP00000294507	9606.ENSP00000268389	0	0	0	0	0.322	0	0	0.330	0.526
MS4A4A	CCR1	4440887	4437243	9606.ENSP00000338648	9606.ENSP00000296140	0	0	0	0	0.433	0	0	0.199	0.526
CSF1R	CD33	4436666	4435042	9606.ENSP00000286301	9606.ENSP00000262262	0	0	0	0	0.168	0	0	0.453	0.526
RAB27A	VAMP8	4446527	4435329	9606.ENSP00000379601	9606.ENSP00000263864	0	0	0	0	0.053	0	0	0.520	0.526
CTSL	SLPI	4441511	4441219	9606.ENSP00000345344	9606.ENSP00000342082	0	0	0	0	0	0.379	0	0.267	0.525
MS4A6A	STAB1	4447767	4438828	9606.ENSP00000392770	9606.ENSP00000312946	0	0	0	0	0.523	0	0	0.047	0.525
NCF4	EVI2B	4446646	4440484	9606.ENSP00000380334	9606.ENSP00000333779	0	0	0	0	0.525	0	0	0	0.525
LYN	TLR7	4449476	4445433	9606.ENSP00000428924	9606.ENSP00000370034	0	0	0	0	0.109	0.123	0	0.441	0.525
IL1R1	CCL20	4447368	4442174	9606.ENSP00000386380	9606.ENSP00000351671	0	0	0	0	0.072	0	0	0.510	0.525
AIF1	GAD1	4444670	4442087	9606.ENSP00000365227	9606.ENSP00000350928	0	0	0	0	0	0.129	0	0.477	0.525
PTPRC	C5AR1	4448605	4441697	9606.ENSP00000411355	9606.ENSP00000347197	0	0	0	0	0.236	0	0	0.403	0.525
VSIG4	CCR5	4444445	4436956	9606.ENSP00000363869	9606.ENSP00000292303	0	0	0	0	0.525	0	0	0	0.525
CXCL3	IL18	4437221	4436375	9606.ENSP00000296026	9606.ENSP00000280357	0	0	0	0	0.082	0	0	0.503	0.525
PDPN	CXCL13	4437078	4436695	9606.ENSP00000294489	9606.ENSP00000286758	0	0	0	0	0	0	0	0.525	0.525
TLR5	LY86	4449957	4445292	9606.ENSP00000440643	9606.ENSP00000369286	0	0	0	0	0.068	0.394	0	0.227	0.525
PTPRC	BCL2A1	4448605	4435793	9606.ENSP00000411355	9606.ENSP00000267953	0	0	0	0	0.431	0	0	0.200	0.525
POSTN	S100A4	4445267	4443158	9606.ENSP00000369071	9606.ENSP00000357705	0	0	0	0	0.065	0	0	0.513	0.525
FXYD6	PRSS23	4451675	4436368	9606.ENSP00000482442	9606.ENSP00000280258	0	0	0	0	0	0	0	0.525	0.525
SLC7A7	PLEK	4446694	4433624	9606.ENSP00000380666	9606.ENSP00000234313	0	0	0	0	0.525	0	0	0	0.525
GMFG	EVI2B	4451021	4440484	9606.ENSP00000472249	9606.ENSP00000333779	0	0	0	0	0.369	0	0	0.277	0.525
CD44	DCN	4448037	4432629	9606.ENSP00000398632	9606.ENSP00000052754	0	0	0	0	0	0	0	0.525	0.525
GBP1	TNFSF10	4443543	4433796	9606.ENSP00000359504	9606.ENSP00000241261	0	0	0	0	0.334	0	0	0.315	0.525
FGR	P2RY13	4444303	4439360	9606.ENSP00000363117	9606.ENSP00000320376	0	0	0	0	0.500	0	0	0.090	0.525
GIMAP6	TMEM176B	4451401	4448545	9606.ENSP00000479580	9606.ENSP00000410269	0	0	0	0	0.172	0	0	0.450	0.525
C3AR1	BCL2A1	4437821	4435793	9606.ENSP00000302079	9606.ENSP00000267953	0	0	0	0	0.496	0	0	0.096	0.525
ALOX5AP	TBXAS1	4451430	4447607	9606.ENSP00000479870	9606.ENSP00000389414	0	0	0	0	0.171	0	0	0.451	0.525
GPR17	OLIG2	4450063	4440223	9606.ENSP00000442982	9606.ENSP00000331040	0	0	0	0	0.114	0	0	0.484	0.524
ALOX5AP	PTPRC	4451430	4448605	9606.ENSP00000479870	9606.ENSP00000411355	0	0	0	0	0.508	0	0	0.073	0.524
CTSB	SLPI	4441541	4441219	9606.ENSP00000345672	9606.ENSP00000342082	0	0	0	0	0	0.379	0	0.265	0.524
ACTG2	LCP1	4447434	4446831	9606.ENSP00000386857	9606.ENSP00000381581	0	0	0	0	0.062	0.345	0	0.288	0.524
FCGR2B	LAPTM5	4442151	4437079	9606.ENSP00000351497	9606.ENSP00000294507	0	0	0	0	0.346	0	0	0.302	0.524
PTPRC	LYZ	4448605	4434847	9606.ENSP00000411355	9606.ENSP00000261267	0	0	0	0	0.334	0	0	0.315	0.524
AIF1	CD74	4444670	4432583	9606.ENSP00000365227	9606.ENSP00000009530	0	0	0	0	0.336	0	0	0.313	0.524
MARCO	CXCL13	4439239	4436695	9606.ENSP00000318916	9606.ENSP00000286758	0	0	0	0	0.149	0	0	0.463	0.524
IL6	CD37	4447254	4439789	9606.ENSP00000385675	9606.ENSP00000325708	0	0	0	0	0	0	0	0.524	0.524
FKBP11	PPIC	4450291	4437923	9606.ENSP00000449751	9606.ENSP00000303057	0	0	0	0	0.064	0.063	0	0.501	0.524
CXCL8	TNFSF10	4438229	4433796	9606.ENSP00000306512	9606.ENSP00000241261	0	0	0	0	0.069	0	0	0.510	0.524
FN1	C1QB	4441661	4438900	9606.ENSP00000346839	9606.ENSP00000313967	0	0	0	0	0	0.264	0	0.380	0.524
ACTA2	COL4A1	4448229	4444632	9606.ENSP00000402373	9606.ENSP00000364979	0	0	0	0	0.155	0	0	0.459	0.524
TMEM176B	TYROBP	4448545	4435115	9606.ENSP00000410269	9606.ENSP00000262629	0	0	0	0	0.521	0	0	0.049	0.524
VSIG4	GIMAP4	4444445	4434451	9606.ENSP00000363869	9606.ENSP00000255945	0	0	0	0	0.522	0	0	0.047	0.524
ACSL1	CD36	4449224	4448068	9606.ENSP00000422607	9606.ENSP00000399421	0	0	0	0	0.122	0	0	0.479	0.524
CLEC7A	IL18	4437867	4436375	9606.ENSP00000302569	9606.ENSP00000280357	0	0	0	0	0.065	0	0	0.511	0.523
TMEM176B	GIMAP4	4448545	4434451	9606.ENSP00000410269	9606.ENSP00000255945	0	0	0	0	0.295	0	0	0.352	0.523
CD2	CYTIP	4443326	4435392	9606.ENSP00000358490	9606.ENSP00000264192	0	0	0	0	0.523	0	0	0	0.523
GIMAP6	TYROBP	4451401	4435115	9606.ENSP00000479580	9606.ENSP00000262629	0	0	0	0	0.523	0	0	0	0.523
PLAU	PRSS23	4444017	4436368	9606.ENSP00000361850	9606.ENSP00000280258	0	0	0	0	0.076	0	0	0.505	0.523
FYB	TLR7	4449385	4445433	9606.ENSP00000427114	9606.ENSP00000370034	0	0	0	0	0.500	0	0	0.085	0.523
A2M	LYZ	4439653	4434847	9606.ENSP00000323929	9606.ENSP00000261267	0	0	0	0	0.088	0.379	0	0.226	0.523
CYP1B1	THBS2	4451308	4442741	9606.ENSP00000478561	9606.ENSP00000355751	0	0	0	0	0.064	0	0	0.512	0.523
CX3CR1	ICAM1	4442101	4435501	9606.ENSP00000351059	9606.ENSP00000264832	0	0	0	0	0	0	0	0.523	0.523
COL5A2	LOX	4444466	4433517	9606.ENSP00000364000	9606.ENSP00000231004	0	0	0	0	0.336	0	0	0.311	0.523
MS4A4A	CD53	4440887	4435973	9606.ENSP00000338648	9606.ENSP00000271324	0	0	0	0	0.523	0	0	0	0.523
TLR1	CD163	4442576	4442211	9606.ENSP00000354932	9606.ENSP00000352071	0	0	0	0	0.221	0	0	0.414	0.523
CASP1	FSTL1	4449658	4437169	9606.ENSP00000433138	9606.ENSP00000295633	0	0	0	0	0	0	0	0.523	0.523
LCP1	EVI2B	4446831	4440484	9606.ENSP00000381581	9606.ENSP00000333779	0	0	0	0	0.523	0	0	0	0.523
FGR	VNN2	4444303	4439513	9606.ENSP00000363117	9606.ENSP00000322276	0	0	0	0	0.523	0	0	0	0.523
AIF1	SELL	4444670	4433660	9606.ENSP00000365227	9606.ENSP00000236147	0	0	0	0	0.300	0.187	0	0.230	0.523
IL1B	MMP7	4435241	4434758	9606.ENSP00000263341	9606.ENSP00000260227	0	0	0	0	0.067	0	0	0.510	0.523
EVI2B	ARHGDIB	4440484	4433442	9606.ENSP00000333779	9606.ENSP00000228945	0	0	0	0	0.523	0	0	0.043	0.523
MMP7	CCL2	4434758	4433339	9606.ENSP00000260227	9606.ENSP00000225831	0	0	0	0	0.065	0	0	0.511	0.523
SERPINA1	MMP7	4448813	4434758	9606.ENSP00000416066	9606.ENSP00000260227	0	0	0	0	0.065	0.379	0	0.246	0.523
SERPINA1	CTSB	4448813	4441541	9606.ENSP00000416066	9606.ENSP00000345672	0	0	0	0	0.088	0.157	0	0.430	0.523
LSAMP	TAGLN3	4449002	4446203	9606.ENSP00000419000	9606.ENSP00000377494	0	0	0	0	0.173	0	0	0.447	0.523
CFD	C3AR1	4440329	4437821	9606.ENSP00000332139	9606.ENSP00000302079	0	0	0	0	0.114	0	0	0.483	0.523
CD44	PTGS2	4448037	4442894	9606.ENSP00000398632	9606.ENSP00000356438	0	0	0	0	0.123	0	0	0.477	0.522
LY96	EVI2A	4436604	4434020	9606.ENSP00000284818	9606.ENSP00000247270	0	0	0	0	0.522	0	0	0	0.522
PLAU	PTGS2	4444017	4442894	9606.ENSP00000361850	9606.ENSP00000356438	0	0	0	0	0.102	0.057	0	0.481	0.522
FGR	GIMAP4	4444303	4434451	9606.ENSP00000363117	9606.ENSP00000255945	0	0	0	0	0.522	0	0	0	0.522
FCGR2B	CCL2	4442151	4433339	9606.ENSP00000351497	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.512	0.522
SLA	MNDA	4447831	4443045	9606.ENSP00000394049	9606.ENSP00000357123	0	0	0	0	0.522	0	0	0	0.522
IL4R	CD86	4446450	4440320	9606.ENSP00000379111	9606.ENSP00000332049	0	0	0	0	0.121	0	0	0.479	0.522
GIG25	S100A9	4446103	4443166	9606.ENSP00000376793	9606.ENSP00000357727	0	0	0	0	0.062	0	0	0.511	0.522
THBD	IRF8	4444829	4435834	9606.ENSP00000366307	9606.ENSP00000268638	0	0	0	0	0.065	0	0	0.510	0.522
MMP1	LOX	4439553	4433517	9606.ENSP00000322788	9606.ENSP00000231004	0	0	0	0	0.194	0	0	0.431	0.522
GPR183	CD52	4444726	4444343	9606.ENSP00000365596	9606.ENSP00000363330	0	0	0	0	0.522	0	0	0	0.522
AIF1	CCR5	4444670	4436956	9606.ENSP00000365227	9606.ENSP00000292303	0	0	0	0	0.333	0	0	0.313	0.522
